max_lost,loser_name,nemesis
1,Alexandra Vagramov,Katharine Fahey
1,Alexandra Vagramov,Reka Luca Jani
1,Alexandra Vagramov,Alexa Graham
1,Alexandra Vagramov,Ayano Shimizu
1,Alexandra Vagramov,Maddison Inglis
1,Alexandra Vagramov,Vladica Babic
1,Alexandra Vagramov,Sofia Kenin
1,Arevik Tumanyan,Maileen Nuudi
1,Laura Sainsbury,Giulia Gatto Monticone
1,Laura Sainsbury,Erin Richardson
1,Laura Sainsbury,Petra Krejsova
1,Laura Sainsbury,Yuriko Miyazaki
1,Laura Sainsbury,Chanel Simmonds
1,Laura Sainsbury,Eden Silva
1,Laura Sainsbury,Arabela Fernandez Rabener
1,Laura Sainsbury,Alicia Barnett
1,Laura Sainsbury,Corinna Dentoni
1,Laura Sainsbury,Julia Wachaczyk
1,Laura Sainsbury,Valeria Bhunu
1,Laura Sainsbury,Lauryn John Baptiste
1,Laura Sainsbury,Harmony Tan
1,Laura Sainsbury,Kimberley Zimmermann
1,Laura Sainsbury,Dasha Ivanova
1,Laura Sainsbury,Alice Matteucci
1,Laura Sainsbury,Carolina Meligeni Rodrigues Alves
1,Laura Sainsbury,Naomi Totka
1,Laura Sainsbury,Oleksandra Andrieieva
3,Ayano Shimizu,Na Lae Han
1,Irina Cantos Siemers,Vivien Juhaszova
1,Irina Cantos Siemers,Julia Stamatova
1,Irina Cantos Siemers,Camilla Rosatello
1,Irina Cantos Siemers,Timea Jaruskova
1,Irina Cantos Siemers,Giorgia Marchetti
1,Irina Cantos Siemers,Paula Badosa
1,Irina Cantos Siemers,Nadja Gilchrist
1,Irina Cantos Siemers,Kristina Milenkovic
1,Irina Cantos Siemers,Aleksandrina Naydenova
1,Irina Cantos Siemers,Ines Ibbou
1,Irina Cantos Siemers,Rosa Vicens Mas
1,Irina Cantos Siemers,Dana Kremer
1,Irina Cantos Siemers,Michele Alexandra Zmau
1,Irina Cantos Siemers,Gemma Lairon Navarro
1,Irina Cantos Siemers,Gabriela Horackova
1,Irina Cantos Siemers,Sohyun Park
1,Irina Cantos Siemers,Shuo Feng
1,Irina Cantos Siemers,Alice Tubello
1,Irina Cantos Siemers,Fiona Ganz
1,Irina Cantos Siemers,Adriana Sosnovschi
1,Irina Cantos Siemers,Nuria Brancaccio
1,Irina Cantos Siemers,Dalma Galfi
1,Irina Cantos Siemers,Estela Perez Somarriba
2,Ruxandra Schech,Margarita Lazareva
2,Viktoriia Dema,Tamara Curovic
2,Viktoriia Dema,Seone Mendez
2,Viktoriia Dema,Maryna Chernyshova
2,Maryna Chernyshova,Katarzyna Kawa
2,Maryna Chernyshova,Anastasiya Shoshyna
2,Roosh Wijesundera,Nika Kukharchuk
2,Roosh Wijesundera,Riya Bhatia
2,Roosh Wijesundera,Nicole Nadel
2,Roosh Wijesundera,Fernanda Contreras Gomez
2,Roosh Wijesundera,Maria Paulina Perez Garcia
1,Hristina Djokic,Moni Potrc
1,Hristina Djokic,Julia Stamatova
1,Hristina Djokic,Mariana Drazic
2,Julia Vulpio,Melanie Klaffner
2,Julia Vulpio,Miriana Tona
1,Valentina Mokrova,Deborah Kerfs
1,Valentina Mokrova,Mathilde Devits
1,Laura Tinello,Cristina Adamescu
1,Laura Tinello,Mariana Drazic
1,Laura Tinello,Jelena Simic
1,Laura Tinello,Marine Partaud
1,Laura Tinello,Sabastiani Leon
1,Laura Tinello,Irene Burillo Escorihuela
1,Laura Tinello,Denise Antonela Stoica
2,Monica Cappelletti,Susan Bandecchi
1,Simran Kejriwal,Moulika Ram
1,Simran Kejriwal,Fiona Codino
2,Gergana Topalova,Lina Gjorcheska
2,Gergana Topalova,Erika Andreeva
2,Gergana Topalova,Eliessa Vanlangendonck
2,Gergana Topalova,Carole Monnet
2,Gergana Topalova,Romy Koelzer
1,Mihaela Kaftanova,Michaela Boev
1,Mihaela Kaftanova,Lea Romain
1,Mihaela Kaftanova,Vivian Zlatanova
2,Melody Todorova,Doga Selen Takunyaci
1,Gabriela Ana Maria Davidescu,Camelia Elena Hristea
1,Gabriela Ana Maria Davidescu,Marina Benito
1,Gabriela Ana Maria Davidescu,Yuliya Lysa
1,Gabriela Ana Maria Davidescu,Tayisiya Morderger
1,Gabriela Ana Maria Davidescu,Oana Gavrila
1,Gabriela Ana Maria Davidescu,Daniela Ciobanu
1,Gabriela Ana Maria Davidescu,Miriam Bianca Bulgaru
1,Gabriela Ana Maria Davidescu,Irina Fetecau
1,Gabriela Ana Maria Davidescu,Federica Bilardo
1,Gabriela Ana Maria Davidescu,Petia Arshinkova
4,Guiomar Maristany Zuleta De Reales,Estrella Cabeza Candela
4,Guiomar Maristany Zuleta De Reales,Cristina Bucsa
3,Nuria Brancaccio,Dalila Spiteri
1,Sofiya Kuzina,Nina Alibalic
1,Selin Ovunc,Ana Vrljic
1,Selin Ovunc,Daria Nazarkina
1,Selin Ovunc,Dia Evtimova
1,Selin Ovunc,Lisa Matviyenko
1,Selin Ovunc,Sofia Shapatava
1,Selin Ovunc,Chiara Grimm
1,Selin Ovunc,Ilay Yoruk
1,Selin Ovunc,Aymet Uzcategui
1,Selin Ovunc,Tayisiya Morderger
1,Selin Ovunc,Aryna Sabalenka
1,Selin Ovunc,Rina Saigo
1,Selin Ovunc,Ganna Poznikhirenko
1,Selin Ovunc,Pia Cuk
1,Selin Ovunc,Bojana Klincov
1,Selin Ovunc,Deniz Khazaniuk
1,Selin Ovunc,Magali Kempen
1,Buket Dogan,Jelena Stojanovic
1,Imke Schluenzen,Lisa Whybourn
1,Imke Schluenzen,Chantal Sauvant
2,Andrijana Stoilkovic,Despina Papamichail
1,Hsin Yuan Shih,Kaitlyn Christian
1,Hsin Yuan Shih,Kyra Shroff
1,Hsin Yuan Shih,Yanni Liu
1,Hsin Yuan Shih,Chang Liu
1,Hsin Yuan Shih,Andreea Ghitescu
1,Hsin Yuan Shih,Vivien Klein
1,Hsin Yuan Shih,Josephine Boualem
1,Hsin Yuan Shih,Almudena Sanz Llaneza Fernandez
1,Hsin Yuan Shih,Deria Nur Haliza
1,Hsin Yuan Shih,Riya Bhatia
1,Hsin Yuan Shih,Isabelle Boulais
1,Hsin Yuan Shih,Xiaoxi Zhao
1,Hsin Yuan Shih,Aiko Yoshitomi
1,Fadona Titalyana Kusumawati,Mio Kozaki
1,Fadona Titalyana Kusumawati,Sakura Hondo
1,Kateryna Popova,Ani Vangelova
1,Kateryna Popova,Kateryna Sliusar
1,Kateryna Popova,Tamara Curovic
1,Kateryna Popova,Sabina Shaydullina
1,Kateryna Popova,Cristina Ene
1,Kateryna Popova,Valeriya Zeleva
1,Rowan Arafat,Fatma Al Nabhani
1,Rowan Arafat,Farah Yasser Abd El Wahab
1,Rowan Arafat,Melanie Klaffner
1,Rowan Arafat,Lisa Marie Maetschke
1,Rowan Arafat,Jelena Stojanovic
1,Rowan Arafat,Salma Abdel Rahim
1,Anastasiia Gevel,Prerna Bhambri
1,Anastasiia Gevel,Yulia Starodubtsewa
1,Anastasiia Gevel,Ekaterina Yashina
1,Anastasiia Gevel,Ana Bianca Mihaila
1,Anastasiia Gevel,Barbara Bonic
1,Anastasiia Gevel,Farah Yasser Abd El Wahab
1,Anastasiia Gevel,Ramya Natarajan
1,Anastasiia Gevel,Suzy Larkin
1,Anastasiia Gevel,Teodora Stinga
1,Anastasiia Gevel,Pranjala Yadlapalli
1,Azul Agustina Pedemonti,Daianne Hayashida
1,Azul Agustina Pedemonti,Paula Baranano
2,Yasmine Mansouri,Darja Semenistaja
2,Yasmine Mansouri,Daria Lodikova
2,Yasmine Mansouri,Caijsa Wilda Hennemann
2,Yasmine Mansouri,Elena Malygina
2,Yasmine Mansouri,Angelica Moratelli
2,Yasmine Mansouri,Margot Yerolymos
2,Pauline Wuarin,Carole Monnet
1,Eri Shimizu,Nudnida Luangnam
1,Eri Shimizu,Pia Lovric
1,Eri Shimizu,Aleksandra Pitak
1,Eri Shimizu,Sada Nahimana
1,Eri Shimizu,Ingrid Gamarra Martins
1,Eri Shimizu,Sandra Samir
1,Eri Shimizu,Akiko Omae
1,Eri Shimizu,Ji Hee Choi
1,Eri Shimizu,Ye Xin Ma
1,Eri Shimizu,Arina Gabriela Vasilescu
1,Eri Shimizu,Hanna Chang
1,Eri Shimizu,Silvia Ambrosio
1,Eri Shimizu,Elvina Kalieva
1,Eri Shimizu,Yeon Woo Ku
1,Eri Shimizu,Erina Hayashi
1,Eri Shimizu,Anna Turati
1,Eri Shimizu,Elina Avanesyan
1,Eri Shimizu,Shiori Ito
1,Eri Shimizu,Yukina Saigo
1,Eri Shimizu,Yuki Naito
1,Eri Shimizu,Priska Madelyn Nugroho
1,Eri Shimizu,Miyabi Inoue
1,Eri Shimizu,Kwan Yau Ng
1,Eri Shimizu,Yuka Hosoki
1,Eri Shimizu,Chang Liu
1,Eri Shimizu,Alice Robbe
1,Eri Shimizu,Nao Shimoji
1,Eri Shimizu,Pei Chi Lee
1,Anastasiya Zaharova,Alexandra Grinchishina
1,Danel Ashirova,Ksenia Palkina
1,Danel Ashirova,Yulia Bryzgalova
1,Danel Ashirova,Kateryna Sliusar
1,Danel Ashirova,Dariya Detkovskaya
1,Elina Sharipova,Ksenia Palkina
1,Elina Sharipova,Sowjanya Bavisetti
1,Elina Sharipova,Tamara Curovic
1,Olesya Nesterovich,Kamilla Bolatova
1,Olesya Nesterovich,Sofia Vaynberg
1,Olesya Nesterovich,Maria Kononova
1,Olesya Nesterovich,Valeriya Yushchenko
1,Olesya Nesterovich,Yekaterina Dmitrichenko
1,Olesya Nesterovich,Marta Paigina
1,Olesya Nesterovich,Alexandra Riley
1,Anastasia Golubeva,Viktoria Kuzmova
2,Franziska Kommer,Daria Lodikova
2,Franziska Kommer,Ilay Yoruk
1,Simona Borisova,Aza Petrova
1,Lara Biter,Tea Faber
1,Alexa Bortles,Nicole Frenkel
1,Alexa Bortles,Sophie Chang
1,Alyvia Jones,Angelina Zhuravleva
1,Linn Timmermann,Vivienne Kulicke
2,Laura Maluniakova,Magali Kempen
1,Jennifer Wacker,Andrea Ka
1,Jennifer Wacker,Nina Kruijer
1,Jennifer Wacker,Natasha Bredl
1,Jennifer Wacker,Despina Papamichail
1,Jennifer Wacker,Sadafmoh Tolibova
1,Jennifer Wacker,Lou Brouleau
1,Jennifer Wacker,Suzan Lamens
1,Jennifer Wacker,Chantal Sauvant
1,Jennifer Wacker,Jade Suvrijn
1,Jennifer Wacker,Agnes Bukta
1,Jennifer Wacker,Lisa Ponomar
1,Meible Chi,Lindsay Lee Waters
1,Meible Chi,Chanel Simmonds
1,Elizabeth Scotty,Emma Navarro
1,Elizabeth Scotty,Sophie Chang
1,Elizabeth Scotty,Quinn Gleason
1,Elizabeth Scotty,Anastasia Kharitonova
1,Elizabeth Scotty,Erin Routliffe
1,Elizabeth Scotty,Vanessa Ong
2,Emma Navarro,Claire Liu
2,Emma Navarro,Ellie Halbauer
2,Mei Yamaguchi,Lou Brouleau
2,Mei Yamaguchi,Nagi Hanatani
2,Mei Yamaguchi,Momoko Kobori
2,Akari Kakizawa,Naomi Cheong
1,Kisa Yoshioka,Momoko Kobori
1,Kisa Yoshioka,Riko Sawayanagi
1,Kisa Yoshioka,Ayano Shimizu
1,Kisa Yoshioka,Indy De Vroome
1,Kisa Yoshioka,Ari Matsumoto
1,Kisa Yoshioka,Ayumi Koshiishi
1,Kei Kato,Shuko Aoyama
1,Kei Kato,Fiona Crawley
1,Kei Kato,Ksenia Lykina
1,Kei Kato,Risa Ushijima
2,Klaudia Wira,Anastasiya Shoshyna
2,Klaudia Wira,Shalimar Talbi
2,Klaudia Wira,Linnea Malmqvist
2,Silvia Bordes Caselles,Julia Payola
1,Paola Exposito Diaz Delgad,Marianna Natali
3,Nicole Khirin,Vlada Ekshibarova
1,Alexandra Ferreira Da Silva,Libby Muma
1,Alexandra Ferreira Da Silva,Eduarda Piai
1,Alexandra Ferreira Da Silva,Erika Drozd Pereira
2,Ambre Feder,Emma Lene
2,Ambre Feder,Marie Villet
2,Ambre Feder,Nicole Gadient
1,Margaryta Demchenko,Karin Kennel
1,Paulina Bednarczyk,Elzbieta Iwaniuk
3,Kumi So,Kai Lin Zhang
1,Chloe Cirotte,Chiara Frapolli
1,Chloe Cirotte,Catherine Chantraine
1,Chloe Cirotte,Lara Michel
1,Chloe Cirotte,Svenja Ochsner
1,Chloe Cirotte,Simona Waltert
1,Chloe Cirotte,Sara Ottomano
1,Lidiia Dashchenko,Ganna Poznikhirenko
2,Paulina Jastrzebska,Polina Golubovskaya
2,Paulina Jastrzebska,Anastasiya Shoshyna
1,Daria Rakitskaya,Carola Cavelli
1,Daria Rakitskaya,Stefani Sandoiu Shtein
2,Lara Schmidt,Jade Suvrijn
1,Amreen Naaz,Yasmine Wagner
1,Amreen Naaz,Anna Morgina
1,Amreen Naaz,Maria Schneider
1,Amreen Naaz,Kirsten Andrea Weedon
1,Amreen Naaz,Clothilde De Bernardi
1,Amreen Naaz,Fiona Codino
1,Amreen Naaz,Dea Herdzelas
2,Diana Chehoudi,Estelle Cascino
1,Mey Ayari,Anna Ustinoff
1,Mey Ayari,Giuliana Bestetti
1,Mey Ayari,Stefanie Auer
1,Mey Ayari,Klara Hajkova
1,Mey Ayari,Valentina Gaggini
1,Mey Ayari,Humera Begum Shaik
1,Mey Ayari,Tijana Spasojevic
1,Mey Ayari,Louise Brunskog
1,Mey Ayari,Verena Hofer
1,Mey Ayari,Nefisa Berberovic
1,Mey Ayari,Alice Viglianisi
1,Mey Ayari,Fabienne Gettwart
1,Mey Ayari,Sophie Muntean
1,Mey Ayari,Caroline Romeo
1,Mey Ayari,Eleonora Canovi
1,Mey Ayari,Karin Kennel
1,Mey Ayari,Yuka Hosoki
1,Mey Ayari,Kristina Milenkovic
1,Mey Ayari,Anna Turati
1,Mey Ayari,Franziska Kommer
1,Mey Ayari,Polina Gubina
1,Mey Ayari,Alexandra Cannizzaro
1,Maheen Dada,Sandra Jamrichova
1,Maheen Dada,Snehadevi S Reddy
1,Maheen Dada,Jade Suvrijn
3,Kelia Le Bihan,Margarita Lazareva
1,Phillis Vanenburg,Gabriella Taylor
1,Phillis Vanenburg,Aymet Uzcategui
1,Phillis Vanenburg,Suzan Lamens
1,Phillis Vanenburg,Riya Bhatia
1,Phillis Vanenburg,Deborah Chiesa
1,Phillis Vanenburg,Margarita Lazareva
1,Phillis Vanenburg,Sara Cakarevic
1,Phillis Vanenburg,Ana Bianca Mihaila
1,Phillis Vanenburg,Merel Hoedt
1,Phillis Vanenburg,Irene Burillo Escorihuela
1,Phillis Vanenburg,Raluca Georgiana Serban
1,Phillis Vanenburg,Amanda Carreras
1,Phillis Vanenburg,Melis Sezer
1,Phillis Vanenburg,Ayla Aksu
1,Phillis Vanenburg,Victoria Muntean
1,Phillis Vanenburg,Pei Chi Lee
1,Phillis Vanenburg,Andrea Ka
1,Phillis Vanenburg,Malene Helgo
1,Phillis Vanenburg,Kateryna Sliusar
1,Sai Dedeepya Yeddula,Bela Tamhankar
1,Sai Dedeepya Yeddula,Sai Samhitha Chamarthi
1,Sai Dedeepya Yeddula,Nidhi Chilumula
1,Sai Dedeepya Yeddula,Anna Siskova
1,Aareyalee Amrutsinh Chavan,Aastha Dargude
1,Catalina Bloch,Victoria Rodriguez
1,Flavia Gutierrez,Eduarda Piai
1,Susan Salinas,Eduarda Piai
1,Carolina Velazquez,Andrina Peer
1,Daniela Alejandra La Fuente Strassburger,Sofia Perez
1,Daniela Alejandra La Fuente Strassburger,Ivania Martinich
1,Daniela Alejandra La Fuente Strassburger,Danielle Andrea Thompson
1,Daniela Alejandra La Fuente Strassburger,Maria Martinez Martinez
1,Takalani Molaoa,Diana Maria Mihail
1,Anne Sophie Courteau,Lizette Cabrera
1,Anne Sophie Courteau,Nora Niedmers
1,Anne Sophie Courteau,Brandy Mina
1,Lillian Gabrielsen,Corinna Dentoni
1,Lillian Gabrielsen,Natalie Kallmunzerova
1,Lillian Gabrielsen,Brynn Boren
1,Lilly Elida Haseth,Nikola Daubnerova
1,Lilly Elida Haseth,Julie Gervais
1,Lilly Elida Haseth,Louise Brunskog
1,Lilly Elida Haseth,Chiara Catini
1,Lilly Elida Haseth,Melisa Senli
1,Lilly Elida Haseth,Mariana Drazic
1,Lilly Elida Haseth,Lisa Pigato
1,Lilly Elida Haseth,Sara Gambogi
1,Lilly Elida Haseth,Irys Ekani
1,Lilly Elida Haseth,Linnea Malmqvist
1,Lilly Elida Haseth,Jordina Cegarra Ramirez
1,Lilly Elida Haseth,Nicole Teodosescu
1,Lilly Elida Haseth,Karen Marthiens
1,Lilly Elida Haseth,Chiraz Bechri
1,Lilly Elida Haseth,Anastasia Piangerelli
1,Lilly Elida Haseth,Clara Vlasselaer
1,Lilly Elida Haseth,Eszter Meri
1,Lilly Elida Haseth,Diletta Cherubini
1,Lilly Elida Haseth,Lesley Kerkhove
1,Lilly Elida Haseth,Nicole Khirin
1,Lilly Elida Haseth,Sofiya Chekhlystova
1,Lilly Elida Haseth,Alice Robbe
1,Lilly Elida Haseth,Malene Helgo
1,Lilly Elida Haseth,Ylona Georgiana Ghioroaie
1,Lilly Elida Haseth,Silvia Njiric
1,Lilly Elida Haseth,Aneta Kladivova
1,Lilly Elida Haseth,Mirabelle Njoze
1,Lilly Elida Haseth,Taylor Ng
1,Lilly Elida Haseth,Ivania Martinich
1,Lilly Elida Haseth,Federica Rossi
1,Lilly Elida Haseth,Nadia Echeverria Alam
1,Lilly Elida Haseth,Olympe Lancelot
1,Lilly Elida Haseth,Selin Ovunc
1,Lilly Elida Haseth,Anja Wildgruber
1,Lilly Elida Haseth,Jessica Bertoldo
1,Lilly Elida Haseth,Linda Salvi
1,Lilly Elida Haseth,Leonie Kung
1,Lilly Elida Haseth,Linda Sevcikova
1,Lilly Elida Haseth,Alexandra Viktorovitch
1,Lilly Elida Haseth,Denisa Hindova
1,Lilly Elida Haseth,Romana Cisovska
1,Lilly Elida Haseth,Nikola Schweinerova
1,Lilly Elida Haseth,Darja Semenistaja
1,Lilly Elida Haseth,Akilah James
1,Lilly Elida Haseth,Kamilla Bartone
1,Lilly Elida Haseth,Kristyna Hrabalova
1,Lilly Elida Haseth,Laura Hietaranta
1,Helene Heiberg,Nuria Parrizas Diaz
1,Helene Heiberg,Jacqueline Cabaj Awad
1,Dorota Szczygielska,Valeriya Pogrebnyak
1,Mina Adelin Pedersen,Stephanie Nemtsova
1,Jennifer Jussi,Csilla Argyelan
1,Jennifer Jussi,Tamara Tomic
1,Jennifer Jussi,Nadiya Kolb
1,Jennifer Jussi,Alessandra Gisonna
1,Jennifer Jussi,Angelica Moratelli
2,Michaela Bayerlova,Anastasia Grymalska
2,Michaela Bayerlova,Victoria Kan
1,Kiah Generette,Rut Galindo
1,Diae El Jardi,Georgina Garcia Perez
1,Diae El Jardi,Daiana Negreanu
1,Diae El Jardi,Katarina Zavatska
1,Diae El Jardi,Oana Georgeta Simion
2,Arlinda Rushiti,Jacqueline Cabaj Awad
2,Arlinda Rushiti,Pei Chi Lee
2,Arlinda Rushiti,Ekaterina Kazionova
2,Arlinda Rushiti,Laura Ioana Andrei
2,Arlinda Rushiti,Magali Kempen
2,Arlinda Rushiti,Nuria Parrizas Diaz
3,Paula Arias Manjon,Daria Mironova
2,Lucia Marzal Martinez,Irene Burillo Escorihuela
2,Lucia Marzal Martinez,Seone Mendez
2,Esther Lopez Alcaraz,Angeles Moreno Barranquero
1,Irene Garceran,Qian Nan Feng
1,Irene Garceran,Olga Parres Azcoitia
1,Anastasiya Mulder Syrovatskaia,Yukina Saigo
1,Anastasiya Mulder Syrovatskaia,Ekaterina Maklakova
1,Anastasiya Mulder Syrovatskaia,Alisia Stephanie Manolescu
1,Anastasiya Mulder Syrovatskaia,Maria Ines Fonte
1,Anastasiya Mulder Syrovatskaia,Zeynep Sonmez
1,Anastasiya Mulder Syrovatskaia,Doga Selen Takunyaci
1,Dewi Dijkman,Deborah Kerfs
1,Dewi Dijkman,Mia Nicole Eklund
1,Dewi Dijkman,Dainah Cameron
1,Dewi Dijkman,Carla Touly
1,Dewi Dijkman,Mayuka Aikawa
1,Dewi Dijkman,Natalia Siedliska
1,Dewi Dijkman,Maria Fernanda Navarro
1,Dewi Dijkman,Caroline Romeo
1,Dewi Dijkman,Noa Liauw A Fong
1,Dewi Dijkman,Shahar Biran
1,Dewi Dijkman,Karin Kennel
1,Dewi Dijkman,Frances Altick
1,Dewi Dijkman,Madeline Bosnjak
1,Dewi Dijkman,Anna Maria Jovanovic
1,Dewi Dijkman,Kelly Versteeg
1,Dewi Dijkman,Carole Monnet
1,Dewi Dijkman,Shou Na Mu
1,Dewi Dijkman,Anastasia Shaulskaya
1,Dewi Dijkman,Fabienne Gettwart
1,Dewi Dijkman,Thai Sa Grana Pedretti
1,Dewi Dijkman,Ines Ibbou
1,Dewi Dijkman,Andrea Ka
1,Dewi Dijkman,Valentini Grammatikopoulou
1,Dewi Dijkman,Gyulnara Nazarova
1,Dewi Dijkman,Carolina Meligeni Rodrigues Alves
1,Dewi Dijkman,Camilla Scala
1,Dewi Dijkman,Tamara Malesevic
1,Dewi Dijkman,Lena Delfosse
1,Dewi Dijkman,Emily Arbuthnott
1,Dewi Dijkman,Dia Evtimova
1,Dewi Dijkman,Jasmijn Gimbrere
1,Dewi Dijkman,Lana Sipek
4,Anna Kubareva,Yuliya Hatouka
1,Xiaoxi Zhao,Prerna Bhambri
1,Xiaoxi Zhao,Jaqueline Adina Cristian
1,Xiaoxi Zhao,Na Ri Kim
1,Xiaoxi Zhao,Pei Hsuan Chen
1,Xiaoxi Zhao,Nidhi Chilumula
1,Xiaoxi Zhao,Lara Michel
1,Xiaoxi Zhao,Xu Liu Sun
1,Xiaoxi Zhao,Jeongyun Lee
1,Xiaoxi Zhao,Marina Bassols Ribera
1,Xiaoxi Zhao,Mi Zhuoma You
1,Xiaoxi Zhao,Deniz Khazaniuk
1,Xiaoxi Zhao,Mayar Sherif
1,Xiaoxi Zhao,Ekaterina Ovcharenko
1,Xiaoxi Zhao,Marvin Moeller
1,Xiaoxi Zhao,Giulia Gatto Monticone
1,Xiaoxi Zhao,Julia Terziyska
1,Tereza Koplova,Mariana Drazic
1,Tereza Koplova,Polona Rebersak
1,Tereza Koplova,Barbora Krejcikova
1,Tereza Koplova,Sandra Jamrichova
1,Tereza Koplova,Bettina Pirker
1,Tereza Koplova,Clemence Fayol
3,Nicole Gadient,Chi Chi Scholl
2,Anastasia Potapova,Arina Rodionova
2,Anastasia Potapova,Viktoria Kuzmova
2,Anastasia Potapova,Anastasija Sevastova
2,Anastasia Potapova,Serena Williams
2,Anastasia Potapova,Leylah Annie Fernandez
2,Anastasia Potapova,Marketa Vondrousova
2,Anastasia Potapova,Cori Gauff
1,Inasse Hamouti,Daria Solovyeva
1,Inasse Hamouti,Vasilisa Aponasenko
1,Inasse Hamouti,Guillermina Naya
1,Inasse Hamouti,Ikram Rassif
1,Inasse Hamouti,Anne Knuettel
1,Inasse Hamouti,Katharina Hering
1,Inasse Hamouti,Olga Parres Azcoitia
1,Inasse Hamouti,Eleni Kordolaimi
3,Candela Bugnon,Fernanda Brito
4,Rebeca Pereira,Julieta Lara Estable
4,Rebeca Pereira,Carolina Meligeni Rodrigues Alves
1,Klara Silka,Diana Sumova
1,Klara Silka,Vera Lapko
1,Monica Malinen,Maileen Nuudi
1,Monica Malinen,Clothilde De Bernardi
1,Monica Malinen,Emilie Francati
1,Monica Malinen,Sandra Ortevall
1,Monica Malinen,Anastasia Chikalkina
1,Lynda Benkaddour,Nina Radovanovic
1,Lynda Benkaddour,Nadine Keller
1,Lynda Benkaddour,Dia Evtimova
1,Lynda Benkaddour,Anastasia Kovaleva
1,Sihem Bellahouel,Nina Stadler
1,Sihem Bellahouel,Tamara Curovic
1,Sihem Bellahouel,Xenia Knoll
1,Sihem Bellahouel,Gabriela Horackova
1,Sihem Bellahouel,Anna Giulia Remondina
1,Sihem Bellahouel,Catherine Chantraine
1,Sihem Bellahouel,Gaia Sanesi
1,Sihem Bellahouel,Lou Adler
1,Sihem Bellahouel,Draginja Vukovic
1,Sihem Bellahouel,Audrey Albie
1,Sihem Bellahouel,Emmanuelle Girard
3,Tiphanie Fiquet,Jessica Failla
1,Daria Orichkevitch,Ines Murta
1,Daria Orichkevitch,Victoria Muntean
1,Daria Orichkevitch,Barbara Bonic
1,Daria Orichkevitch,Diana Belalova
1,Daria Orichkevitch,Elena Teodora Cadar
1,Daria Orichkevitch,Veronika Kapshay
1,Daria Orichkevitch,Karolina Muchova
1,Daria Orichkevitch,Despina Papamichail
1,Dakshata Girishkumar Patel,Sunam Jeong
1,Dakshata Girishkumar Patel,Mihika Yadav
1,Dakshata Girishkumar Patel,Humera Begum Shaik
1,Dakshata Girishkumar Patel,Sai Samhitha Chamarthi
1,Deeksha Manju Prasad,Sathwika Sama
1,Deeksha Manju Prasad,Funa Kozaki
1,Deeksha Manju Prasad,Lexie Stevens
1,Deeksha Manju Prasad,Jennifer Luikham
1,Deeksha Manju Prasad,Sowjanya Bavisetti
1,Deeksha Manju Prasad,Corinna Dentoni
1,Prakriti Banwani,Yuqi Sheng
1,Prakriti Banwani,Shweta Rana
1,Prakriti Banwani,Despina Papamichail
1,Prakriti Banwani,Prarthana G Thombare
1,Prakriti Banwani,Fatma Al Nabhani
1,Pragati Solankar,Renne Singla
1,Pragati Solankar,Vaidehi Chaudhari
1,Pragati Solankar,Sri Vaishnavi Peddi Reddy
1,Pragati Solankar,Mihika Yadav
3,Ekaterina Ovcharenko,Anja Wildgruber
1,Julie Renson Miquel,Anna Maria Procacci
2,Sara Lanca,Eline Audenaert
2,Sara Lanca,Mia Nicole Eklund
1,Mouna Idlkadi,Marina Alcaide Bakari
1,Clara Froget,Fiona Ferro
1,Clara Froget,Victoria Muntean
1,Clara Froget,Lilla Barzo
1,Clara Froget,Marie Bouzkova
1,Clara Froget,Lou Brouleau
1,Sanja Fabijancic,Bianca Lia Antican Gonzalez
1,Maria Ignacia Yapur Lopez,Fernanda Brito
1,Maria Ignacia Yapur Lopez,Sofia Luini
1,Maria Ignacia Yapur Lopez,Chi Chi Scholl
1,Maria Ignacia Yapur Lopez,Andrea Gamiz
1,Valentina Andrea Vasquez Pongruber,Maria Fernanda Herazo Gonzalez
1,Valentina Andrea Vasquez Pongruber,Sofia Luini
1,Valentina Andrea Vasquez Pongruber,Fernanda Brito
1,Corin De Waal,Shannon Cox
1,Manuela Hernandez,Maria Fernanda Herazo Gonzalez
1,Alyssa Mayo,Sachia Vickery
1,Stephanie Luk,Haina Franco
1,Stephanie Luk,Lorraine M Guillermo
2,Ana Biskic,Eliessa Vanlangendonck
2,Ana Biskic,Luca Nagymihaly
2,Mayar Eltony,Veronica Miroshnichenko
1,Laila Elnimr,Lamis Alhussein Abdel Aziz
1,Laila Elnimr,Katie Boulter
1,Laila Elnimr,Ola Abou Zekry
1,Dalia Ahmed,Cristina Ene
2,Lea Romain,Jessika Ponchet
2,Mahak Jain,Amina Anshba
2,Mahak Jain,Hiroko Kuwata
1,Eva Kolarovska,Petia Arshinkova
1,Eva Kolarovska,Petra Januskova
1,Eva Kolarovska,Daria Lodikova
1,Eva Kolarovska,Diana Shevchenko
1,Eva Kolarovska,Eliessa Vanlangendonck
1,Eva Kolarovska,Ayla Aksu
1,Florencia Massardo Brain,Barbara Gatica
1,Loveth Donatus,Warona Mdlulwa
1,Loveth Donatus,Estelle Cascino
1,Loveth Donatus,Deniz Khazaniuk
1,Loveth Donatus,Ola Abou Zekry
1,Patience Onebamhoin,Barakat Oyinlomo Quadre
1,Patience Onebamhoin,Pranjala Yadlapalli
1,Patience Onebamhoin,Ana Sofia Sanchez
1,Patience Onebamhoin,Anette Munozova
